Volume,Bromide,Fluopyram,Diflufenican,Mesosulfuron,Port,Season,Soil,Storm,200,202.5,205,207.5,210,212.5,215,217.5,220,222.5,225,227.5,230,232.5,235,237.5,240,242.5,245,247.5,250,252.5,255,257.5,260,262.5,265,267.5,270,272.5,275,277.5,280,282.5,285,287.5,290,292.5,295,297.5,300,302.5,305,307.5,310,312.5,315,317.5,320,322.5,325,327.5,330,332.5,335,337.5,340,342.5,345,347.5,350,352.5,355,357.5,360,362.5,365,367.5,370,372.5,375,377.5,380,382.5,385,387.5,390,392.5,395,397.5,400,402.5,405,407.5,410,412.5,415,417.5,420,422.5,425,427.5,430,432.5,435,437.5,440,442.5,445,447.5,450,452.5,455,457.5,460,462.5,465,467.5,470,472.5,475,477.5,480,482.5,485,487.5,490,492.5,495,497.5,500,502.5,505,507.5,510,512.5,515,517.5,520,522.5,525,527.5,530,532.5,535,537.5,540,542.5,545,547.5,550,552.5,555,557.5,560,562.5,565,567.5,570,572.5,575,577.5,580,582.5,585,587.5,590,592.5,595,597.5,600,602.5,605,607.5,610,612.5,615,617.5,620,622.5,625,627.5,630,632.5,635,637.5,640,642.5,645,647.5,650,652.5,655,657.5,660,662.5,665,667.5,670,672.5,675,677.5,680,682.5,685,687.5,690,692.5,695,697.5,700,702.5,705,707.5,710,712.5,715,717.5,720,722.5,725,727.5,730,732.5,735,737.5,740,742.5,745,747.5,750
4,1816.653478,1.507821359,0.003439616,0,5,Summer,Loam,s1,4.1854,4.0452,3.9036,3.8063,3.7326,3.6814,3.6487,3.6295,3.5918,3.5444,3.4953,3.4248,3.3628,3.3249,3.2752,3.2457,3.2065,3.1562,3.1172,3.0626,3.0268,3.0127,3.0055,2.9976,2.9706,2.9535,2.9559,2.9628,2.9528,2.9213,2.9033,2.8864,2.8824,2.8643,2.8299,2.82,2.8196,2.8195,2.8123,2.7932,2.7528,2.7401,2.7443,2.725,2.7019,2.6885,2.6713,2.641,2.6406,2.6536,2.6266,2.6063,2.6075,2.587,2.5721,2.5849,2.5645,2.5557,2.547,2.5546,2.5636,2.5618,2.5601,2.5545,2.521,2.5227,2.4982,2.4659,2.4764,2.4398,2.4547,2.4614,2.4173,2.4136,2.4025,2.4047,2.3986,2.3686,2.3811,2.3856,2.3682,2.3818,2.3726,2.3381,2.3267,2.3327,2.3274,2.3125,2.2969,2.2663,2.2641,2.2758,2.271,2.2669,2.2584,2.2263,2.2022,2.2155,2.2275,2.2328,2.2192,2.1634,2.2028,2.2215,2.1639,2.1695,2.1883,2.1686,2.1346,2.1429,2.1473,2.1377,2.1328,2.1355,2.1243,2.1182,2.1257,2.1131,2.1156,2.1113,2.0824,2.0984,2.0799,2.0678,2.0978,2.0859,2.0444,2.0715,2.0871,2.0126,2.011,2.0662,2.0468,2.0268,2.029,2.051,2.036,2.0093,2.0144,2.0011,1.9983,2.0191,2.0119,1.9843,1.982,2.0128,2.0259,1.963,1.9706,2.0232,1.9634,1.919,1.9837,1.9874,1.9277,1.9643,2.0126,1.9871,1.9194,1.9374,1.9798,1.9419,1.9032,1.935,1.9721,1.8993,1.878,1.9652,1.9953,1.8915,1.8344,1.9383,1.9441,1.8621,1.9021,1.9557,1.9455,1.9397,1.8581,1.8668,1.9649,1.9543,1.8931,1.8969,1.9266,1.8891,1.9232,1.9595,1.9551,1.9267,1.8792,1.8988,1.9412,1.9814,1.9258,1.8153,1.8746,1.9814,1.9524,1.8416,1.893,1.9296,1.8574,1.8965,1.8871,1.8835,1.9052,1.8642,1.8399,1.8329,1.8535,1.8671,1.844,1.7962,1.7663,1.8639,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,6,Summer,Loam,s1,4.4452,4.2991,4.1742,4.0866,4.0292,3.9993,3.9776,3.9664,3.9334,3.8955,3.8673,3.7958,3.7311,3.7103,3.6757,3.656,3.6251,3.5802,3.5455,3.4898,3.4619,3.4537,3.4559,3.4608,3.4293,3.419,3.4348,3.4429,3.4289,3.3945,3.3777,3.3566,3.3385,3.3288,3.3133,3.3054,3.3007,3.3044,3.3024,3.2838,3.2518,3.2497,3.2632,3.2522,3.2345,3.2225,3.2055,3.179,3.1753,3.1845,3.1522,3.133,3.1407,3.1206,3.1091,3.1264,3.1138,3.1008,3.0824,3.0876,3.1106,3.1157,3.1033,3.094,3.047,3.0416,3.0364,3.0298,3.0559,3.0194,3.0253,3.0189,2.9751,2.9782,2.9635,2.9632,2.9579,2.9335,2.9527,2.956,2.9358,2.9511,2.9527,2.9243,2.9006,2.8988,2.905,2.8886,2.8515,2.8127,2.8314,2.8533,2.8434,2.8398,2.831,2.8055,2.7752,2.78,2.7969,2.8045,2.7912,2.7419,2.7826,2.8042,2.75,2.7497,2.7668,2.7441,2.7238,2.7272,2.7334,2.7298,2.7163,2.7259,2.7077,2.6854,2.6858,2.6816,2.6876,2.6962,2.6712,2.6779,2.6563,2.655,2.6876,2.6639,2.6356,2.6624,2.6538,2.5875,2.6104,2.6636,2.6272,2.5983,2.6122,2.6373,2.6174,2.6026,2.6065,2.5705,2.5739,2.6224,2.6053,2.5807,2.5909,2.6073,2.6179,2.5583,2.5687,2.6123,2.5501,2.5214,2.5783,2.5664,2.5029,2.5482,2.5995,2.5793,2.5172,2.5359,2.5491,2.5041,2.4841,2.5204,2.55,2.4715,2.4487,2.5345,2.568,2.4653,2.3936,2.4976,2.5257,2.4396,2.4766,2.5546,2.5451,2.5166,2.4556,2.4519,2.5486,2.5614,2.4862,2.5203,2.5356,2.4819,2.5055,2.5489,2.5327,2.4959,2.4758,2.503,2.5332,2.5648,2.5148,2.3934,2.4554,2.5591,2.5213,2.4566,2.4764,2.472,2.455,2.4835,2.5023,2.4849,2.4642,2.4504,2.432,2.4273,2.4573,2.4569,2.3785,2.325,2.3425,2.4717,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,7,Summer,Loam,s1,9.6405,9.4895,9.4421,9.2532,8.9577,8.6733,8.4251,8.2172,8.0864,7.9929,7.8916,7.8516,7.8436,7.7074,7.557,7.4654,7.4078,7.4036,7.3936,7.3857,7.3183,7.2124,7.1559,7.1522,7.1848,7.1322,7.055,7.0516,7.0683,7.0683,7.051,7.0281,7.0339,7.0245,6.9906,6.9539,6.9052,6.8908,6.8982,6.8939,6.8259,6.7673,6.7598,6.7503,6.7516,6.7372,6.7178,6.6883,6.6648,6.6796,6.684,6.6557,6.6116,6.5862,6.5911,6.5849,6.5336,6.5381,6.5403,6.5249,6.5051,6.4848,6.4996,6.5151,6.5085,6.5298,6.4674,6.3841,6.3928,6.3654,6.3899,6.4369,6.3946,6.37,6.3782,6.3715,6.3551,6.351,6.369,6.3635,6.3362,6.3427,6.287,6.1829,6.1527,6.1736,6.1724,6.1899,6.2986,6.3285,6.2211,6.1481,6.1365,6.1537,6.1648,6.1455,6.1427,6.164,6.1581,6.1477,6.125,6.07,6.0944,6.1006,6.0651,6.0889,6.0973,6.0483,5.999,5.9991,6.0148,6.0069,5.9765,5.9883,6.047,6.0779,6.0345,5.9844,5.9692,5.9432,5.9032,5.9149,5.9114,5.9229,5.9484,5.9367,5.9273,5.9431,5.9538,5.9046,5.8778,5.9029,5.9271,5.9368,5.8999,5.894,5.8716,5.8525,5.8933,5.884,5.8532,5.8262,5.8119,5.8095,5.7929,5.8119,5.8415,5.7787,5.7904,5.858,5.8098,5.7774,5.8371,5.83,5.7442,5.766,5.8085,5.7887,5.744,5.809,5.8405,5.7968,5.779,5.8224,5.8834,5.8078,5.7907,5.8359,5.8037,5.6961,5.6799,5.8077,5.7719,5.7107,5.792,5.8192,5.7729,5.7796,5.761,5.6944,5.7141,5.7476,5.7198,5.767,5.7626,5.6901,5.7063,5.7349,5.73,5.7273,5.6773,5.6658,5.6755,5.6995,5.6809,5.5886,5.6489,5.7765,5.7341,5.6144,5.6503,5.686,5.6235,5.6787,5.7727,5.7799,5.724,5.6469,5.6275,5.6712,5.7105,5.679,5.6817,5.6654,5.5626,5.6546,NaN,NaN,NaN,NaN,NaN
5,166.7657052,0.164727575,8.58E-05,0,8,Summer,Loam,s1,5.5547,5.417,5.3143,5.2089,5.0946,5.02,4.9733,4.9456,4.9135,4.8775,4.8434,4.7847,4.7399,4.6949,4.6399,4.6146,4.584,4.5522,4.5228,4.4798,4.4481,4.4245,4.4173,4.4223,4.4113,4.3943,4.39,4.401,4.3949,4.3681,4.3517,4.3325,4.3328,4.3228,4.2924,4.2853,4.2818,4.2817,4.2829,4.2709,4.2315,4.2206,4.2371,4.2302,4.2173,4.2053,4.1874,4.1599,4.153,4.1668,4.1479,4.1312,4.1361,4.1175,4.1032,4.1194,4.1113,4.12,4.1119,4.0972,4.1122,4.1152,4.1083,4.1055,4.0776,4.0783,4.0628,4.0442,4.0576,4.0257,4.0331,4.0454,4.0012,3.9997,4.008,4.0037,3.9896,3.9755,3.9939,3.9908,3.977,3.9915,3.982,3.942,3.9221,3.93,3.936,3.9261,3.9233,3.8994,3.8917,3.9052,3.8961,3.8928,3.8927,3.8666,3.8465,3.8629,3.8711,3.87,3.8609,3.8151,3.8507,3.8634,3.8108,3.8192,3.8402,3.8154,3.7904,3.803,3.8082,3.8015,3.792,3.8015,3.7924,3.7801,3.777,3.7584,3.7647,3.7671,3.7304,3.7526,3.7372,3.7264,3.7532,3.7388,3.7222,3.7469,3.7351,3.6708,3.678,3.7251,3.7087,3.6925,3.6966,3.7207,3.7096,3.6809,3.6862,3.6755,3.6723,3.7029,3.6846,3.663,3.6678,3.6818,3.6961,3.6374,3.6493,3.6987,3.6411,3.609,3.6686,3.6788,3.6219,3.6448,3.6878,3.661,3.5927,3.621,3.6657,3.6284,3.5848,3.6275,3.6731,3.5999,3.5713,3.6462,3.6644,3.5464,3.5234,3.6495,3.6213,3.5504,3.6106,3.6582,3.6589,3.6153,3.557,3.5581,3.6505,3.6701,3.6066,3.6315,3.6633,3.618,3.6033,3.6323,3.6459,3.6263,3.5845,3.5927,3.5863,3.6299,3.6386,3.51,3.548,3.6636,3.6324,3.5744,3.6026,3.5884,3.5322,3.564,3.618,3.6095,3.5734,3.5397,3.5221,3.5147,3.544,3.5541,3.4923,3.4626,3.4958,3.5089,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,9,Summer,Loam,s1,4.318,4.2018,4.0734,3.9723,3.9101,3.8596,3.8403,3.8208,3.7906,3.7583,3.7188,3.6512,3.5903,3.5562,3.5143,3.4834,3.4404,3.3956,3.3615,3.3095,3.2766,3.2617,3.2546,3.2482,3.2204,3.2028,3.2047,3.2088,3.1895,3.15,3.1318,3.106,3.09,3.0699,3.0479,3.0473,3.0377,3.033,3.0313,3.0192,2.9908,2.9926,3.0097,3.0031,2.9908,2.9755,2.9562,2.9369,2.9343,2.9435,2.9227,2.9085,2.9215,2.9016,2.8935,2.9134,2.8964,2.8953,2.8886,2.8784,2.8868,2.8832,2.8686,2.8519,2.8075,2.8135,2.811,2.8019,2.824,2.7941,2.7931,2.797,2.7628,2.7695,2.7718,2.7594,2.7556,2.7331,2.742,2.7552,2.7451,2.7583,2.7574,2.7308,2.721,2.7261,2.7286,2.7139,2.6869,2.6541,2.6596,2.6781,2.673,2.675,2.6659,2.632,2.6028,2.6178,2.6314,2.6304,2.6226,2.5746,2.6204,2.637,2.5742,2.5773,2.5926,2.5773,2.5496,2.5606,2.5667,2.5599,2.5548,2.5566,2.5361,2.5204,2.5282,2.5295,2.542,2.548,2.5339,2.5504,2.5141,2.5037,2.535,2.5232,2.5055,2.5237,2.5261,2.4586,2.4656,2.5122,2.4762,2.4523,2.4629,2.4929,2.4781,2.4482,2.4526,2.4327,2.4314,2.4788,2.4746,2.4327,2.4305,2.4633,2.4728,2.4042,2.4188,2.4697,2.4041,2.3669,2.4298,2.4382,2.3771,2.4051,2.4601,2.4511,2.3911,2.3985,2.435,2.4142,2.378,2.4079,2.4531,2.3786,2.3501,2.4211,2.4661,2.3768,2.3014,2.3945,2.4081,2.3621,2.3899,2.4232,2.4216,2.3758,2.3175,2.3204,2.3866,2.4102,2.3763,2.4092,2.4126,2.3552,2.4199,2.4437,2.3843,2.3602,2.3501,2.3468,2.3804,2.4213,2.3731,2.2644,2.3077,2.4193,2.3846,2.2679,2.3346,2.3872,2.3229,2.3671,2.3681,2.3506,2.3713,2.3379,2.3043,2.3132,2.3519,2.3475,2.3156,2.2646,2.2355,2.3159,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,10,Summer,Loam,s1,4.2375,4.0953,4.0147,3.9247,3.8242,3.7766,3.754,3.7308,3.6921,3.6499,3.6108,3.5395,3.4783,3.4431,3.4032,3.3798,3.338,3.2896,3.2528,3.1983,3.1624,3.1462,3.1447,3.1434,3.1103,3.0979,3.1089,3.11,3.096,3.0684,3.0512,3.0308,3.0272,3.0151,2.986,2.982,2.9799,2.9773,2.976,2.9596,2.921,2.9124,2.9215,2.9081,2.8909,2.8744,2.8583,2.8369,2.8298,2.8394,2.8182,2.7973,2.8071,2.7862,2.772,2.7857,2.766,2.7631,2.7518,2.7468,2.7601,2.7633,2.7636,2.7674,2.7257,2.7234,2.7196,2.7018,2.7126,2.6785,2.6883,2.6981,2.6605,2.657,2.6542,2.648,2.6364,2.6202,2.6349,2.6342,2.6168,2.6332,2.6311,2.599,2.5783,2.5849,2.588,2.5723,2.5435,2.5081,2.5094,2.5343,2.5346,2.5261,2.5168,2.4899,2.4639,2.4759,2.4929,2.4985,2.4812,2.4267,2.483,2.5064,2.4374,2.4423,2.466,2.4452,2.4181,2.4314,2.4381,2.4287,2.4181,2.4199,2.3999,2.3879,2.3898,2.3829,2.3989,2.3998,2.366,2.3822,2.3622,2.3613,2.392,2.362,2.3312,2.3545,2.358,2.303,2.3148,2.3544,2.3217,2.3067,2.3208,2.3431,2.3337,2.3105,2.3128,2.2921,2.2884,2.3204,2.3164,2.2906,2.2896,2.3159,2.3275,2.2556,2.2529,2.304,2.266,2.2399,2.2867,2.3042,2.2394,2.2443,2.2956,2.2836,2.2272,2.2449,2.2719,2.2333,2.203,2.2391,2.2713,2.1949,2.1669,2.277,2.3252,2.1963,2.1396,2.2626,2.2609,2.1814,2.2475,2.2926,2.2532,2.2379,2.1889,2.151,2.2157,2.2677,2.2066,2.2158,2.2553,2.2067,2.2128,2.235,2.2174,2.2081,2.1943,2.1713,2.1905,2.2548,2.2104,2.0861,2.1354,2.2696,2.2701,2.1636,2.2035,2.2275,2.1763,2.2203,2.2158,2.2091,2.2265,2.2045,2.2046,2.2135,2.2112,2.2079,2.1924,2.142,2.0977,2.2482,NaN,NaN,NaN,NaN,NaN
4,139.4829911,0.050991752,0,0,11,Summer,Loam,s1,4.1458,4.0371,3.9185,3.8303,3.7711,3.7268,3.6858,3.6818,3.6485,3.5936,3.5596,3.4959,3.4324,3.3943,3.3539,3.3253,3.2865,3.244,3.2061,3.1522,3.1162,3.1013,3.1008,3.0972,3.0633,3.0509,3.0647,3.07,3.0566,3.0274,3.0123,2.9976,2.9906,2.9773,2.9528,2.9404,2.9352,2.9413,2.9423,2.9265,2.8906,2.8818,2.8886,2.872,2.8507,2.834,2.8208,2.8045,2.8001,2.8037,2.7778,2.7652,2.772,2.7506,2.7409,2.7543,2.7358,2.7275,2.7229,2.7273,2.7453,2.7537,2.749,2.7455,2.7068,2.7089,2.6998,2.6778,2.6873,2.6501,2.6627,2.6639,2.6181,2.6263,2.6201,2.6188,2.6128,2.5855,2.5994,2.5996,2.5776,2.5964,2.5989,2.5708,2.5534,2.5567,2.5698,2.5556,2.5222,2.4901,2.4963,2.5222,2.5231,2.5132,2.5022,2.4712,2.4517,2.4635,2.4732,2.4838,2.4693,2.4201,2.4658,2.4853,2.4265,2.4275,2.4478,2.4317,2.4012,2.4068,2.4163,2.4105,2.3964,2.4007,2.3912,2.379,2.3775,2.3717,2.3853,2.3853,2.3458,2.3551,2.3546,2.3496,2.3671,2.356,2.3282,2.3503,2.3625,2.2988,2.2985,2.3502,2.3286,2.3058,2.3175,2.3493,2.3368,2.305,2.3048,2.2837,2.2923,2.3189,2.3068,2.2886,2.2807,2.2945,2.3087,2.2486,2.2592,2.3005,2.2347,2.2174,2.2731,2.2705,2.2071,2.2338,2.2884,2.2681,2.2002,2.2223,2.2453,2.2068,2.1925,2.2335,2.2815,2.1997,2.1781,2.2656,2.2907,2.1955,2.1445,2.2665,2.2815,2.2011,2.2269,2.2756,2.2661,2.2473,2.1886,2.1651,2.2396,2.2652,2.2091,2.2216,2.2405,2.2169,2.2322,2.2397,2.2202,2.1982,2.1834,2.1624,2.1711,2.2355,2.2017,2.0885,2.1406,2.2563,2.2499,2.1472,2.1549,2.1901,2.16,2.1738,2.181,2.2078,2.2305,2.1846,2.1663,2.1761,2.1898,2.2275,2.1905,2.1348,2.1306,2.1743,NaN,NaN,NaN,NaN,NaN
6,582.3878175,0.043125781,0,0,12,Summer,Loam,s1,4.1382,3.9996,3.9148,3.8258,3.7551,3.7104,3.681,3.6743,3.6452,3.6047,3.5686,3.4989,3.4355,3.4009,3.3561,3.3244,3.2847,3.2388,3.2014,3.1466,3.1092,3.0889,3.0874,3.0845,3.0519,3.035,3.0367,3.0358,3.0211,2.9889,2.9696,2.9488,2.9332,2.9157,2.897,2.8838,2.8681,2.8715,2.8712,2.8517,2.8115,2.8029,2.8138,2.8015,2.7846,2.7668,2.7485,2.7251,2.7191,2.73,2.7069,2.6865,2.6884,2.6693,2.6602,2.6695,2.656,2.648,2.63,2.6316,2.6487,2.6544,2.6438,2.6242,2.5764,2.5794,2.5735,2.5514,2.5623,2.528,2.5312,2.5409,2.5048,2.501,2.5009,2.4878,2.4848,2.4624,2.4758,2.476,2.4559,2.4849,2.4793,2.4408,2.4237,2.4266,2.4285,2.409,2.3915,2.3659,2.3614,2.3737,2.3694,2.362,2.352,2.3243,2.3006,2.3099,2.3189,2.3227,2.3092,2.2574,2.3013,2.316,2.2528,2.2581,2.2777,2.2563,2.2265,2.2342,2.242,2.2321,2.219,2.2263,2.2167,2.2037,2.206,2.1931,2.2008,2.21,2.1762,2.1776,2.1666,2.1732,2.1982,2.178,2.151,2.1634,2.1822,2.1281,2.1264,2.168,2.1365,2.1213,2.1258,2.1474,2.1344,2.1025,2.1071,2.0883,2.085,2.1108,2.1008,2.0832,2.0786,2.0984,2.1077,2.0499,2.0608,2.1018,2.0483,2.0231,2.0741,2.0813,2.018,2.0288,2.0867,2.0779,2.0141,2.0385,2.0673,2.036,2.0173,2.05,2.0884,2.0042,1.9668,2.0645,2.1092,1.995,1.9526,2.0631,2.0748,1.9784,2.017,2.0697,2.0366,2.0199,1.9494,1.9515,2.0405,2.0426,1.9873,2.0135,2.0645,2.0236,2.0116,2.0219,2.0221,1.9953,1.9379,1.9593,2.0059,2.0454,1.9996,1.8726,1.9059,1.9984,2.0126,1.9491,1.9699,1.9943,1.9566,1.9999,1.9942,2.0095,2.0331,1.9595,1.9002,1.894,1.9404,1.9335,1.902,1.8899,1.8895,1.9102,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0,1,Summer,Loam,s1,17.3874,17.0586,16.9144,16.5613,16.1382,15.812,15.4983,15.2739,15.2015,15.0833,14.9024,14.9106,14.9428,14.6041,14.243,13.9719,13.8393,13.8677,13.8709,13.9115,13.7743,13.5014,13.2887,13.2342,13.3484,13.2113,12.9563,12.894,12.9306,12.9676,12.9393,12.882,12.8806,12.8802,12.8387,12.7491,12.6317,12.5421,12.5222,12.5305,12.4375,12.3228,12.2654,12.2621,12.3054,12.3044,12.2791,12.2334,12.1735,12.1652,12.2016,12.1632,12.0446,12.0333,12.0664,12.0375,11.9412,11.8792,11.9068,11.8973,11.7907,11.743,11.7584,11.7768,11.7994,11.8635,11.7932,11.6594,11.6649,11.6591,11.7027,11.7861,11.7634,11.7019,11.6867,11.6841,11.6329,11.6164,11.6643,11.685,11.6631,11.5443,11.3241,11.2446,11.2781,11.2825,11.2402,11.2525,11.5227,11.7406,11.5232,11.2416,11.2061,11.2794,11.3215,11.3083,11.3244,11.3584,11.3294,11.3183,11.2989,11.2427,11.2368,11.2129,11.2279,11.3044,11.2915,11.2259,11.1748,11.1586,11.1632,11.1563,11.0829,11.053,11.2193,11.3219,11.2256,11.1308,11.0953,11.0289,10.9849,11.0108,10.9828,11.0038,11.0528,11.0905,11.0727,11.0455,11.0814,11.0545,10.9701,10.9658,11.0614,11.0958,11.0297,11.0018,10.9481,10.9325,11.0107,11.0112,10.9268,10.8867,10.8939,10.8909,10.8831,10.9144,10.9337,10.8501,10.8968,10.998,10.9379,10.8944,10.9707,11.0018,10.8787,10.8072,10.8719,10.9193,10.887,10.8916,10.9721,10.9717,10.89,10.9227,11.0182,10.9905,10.9297,10.9487,10.928,10.7826,10.6929,10.7822,10.8276,10.8253,10.9169,10.9354,10.9139,10.9455,10.9049,10.8359,10.8847,10.9212,10.9063,10.967,10.9283,10.8244,10.836,10.9197,10.9488,10.8672,10.7678,10.759,10.7734,10.8398,10.8531,10.774,10.8383,10.8823,10.8689,10.8539,10.8289,10.8129,10.7721,10.7802,10.9128,11.0105,10.8784,10.7417,10.7423,10.69,10.7219,10.9339,10.9153,10.6167,10.5909,10.7836,NaN,NaN,NaN,NaN,NaN
